11-Dec-22,14:18:23.770 5 **     a14d sm_debug::write, Index file request: /
11-Dec-22,14:18:29.647 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-23 21:30:00
11-Dec-22,14:18:29.648 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-24
11-Dec-22,14:18:29.648 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-24 19:00:00
11-Dec-22,14:18:29.649 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-24 21:30:00
11-Dec-22,14:18:29.649 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-25
11-Dec-22,14:18:29.649 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-25 19:00:00
11-Dec-22,14:18:29.650 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-25 21:30:00
11-Dec-22,14:18:29.650 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-26
11-Dec-22,14:18:29.650 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-26 19:00:00
11-Dec-22,14:18:29.650 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-26 21:30:00
11-Dec-22,14:18:29.651 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-27
11-Dec-22,14:18:29.651 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-27 19:00:00
11-Dec-22,14:18:29.651 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-27 21:30:00
11-Dec-22,14:18:29.651 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-28
11-Dec-22,14:18:29.652 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-28 19:00:00
11-Dec-22,14:18:29.652 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-28 21:30:00
11-Dec-22,14:18:29.652 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-29
11-Dec-22,14:18:29.652 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-29 19:00:00
11-Dec-22,14:18:29.653 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-29 21:30:00
11-Dec-22,14:18:29.653 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-30
11-Dec-22,14:18:29.653 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-30 19:00:00
11-Dec-22,14:18:29.653 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-30 21:30:00
11-Dec-22,14:18:29.654 7        3c16 atm_tasks::acp_schedule, Adding repeated task for date 2011-12-31
11-Dec-22,14:18:29.654 7        3c16 atm_tasks::acp_schedule, New start time = 2011-12-31 19:00:00
11-Dec-22,14:18:29.654 7        3c16 atm_tasks::acp_schedule, New end time = 2011-12-31 21:30:00
11-Dec-22,14:18:29.654 7        3c16 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 
11-Dec-22,14:18:29.654 7        3c16 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 
11-Dec-22,14:18:29.655 7        3c16 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-22,14:18:29.655 7        3c16 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 
11-Dec-22,14:18:29.655 7        3c16 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 
11-Dec-22,14:18:29.655 7        3c16 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 
11-Dec-22,14:18:29.655 7        3c16 atm_tasks::outputdebugtasks, Name: Task 7, Calculated deadline: 
11-Dec-22,14:18:29.656 7        3c16 atm_tasks::outputdebugtasks, Name: Task 8, Calculated deadline: 
11-Dec-22,14:18:29.656 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-22 21:30:00
11-Dec-22,14:18:29.656 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-23 21:30:00
11-Dec-22,14:18:29.656 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-24 21:30:00
11-Dec-22,14:18:29.656 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-25 21:30:00
11-Dec-22,14:18:29.657 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-26 21:30:00
11-Dec-22,14:18:29.657 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-27 21:30:00
11-Dec-22,14:18:29.657 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-28 21:30:00
11-Dec-22,14:18:29.657 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-29 21:30:00
11-Dec-22,14:18:29.657 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-30 21:30:00
11-Dec-22,14:18:29.658 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-31 21:30:00
11-Dec-22,14:18:29.658 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-22,14:18:29.658 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-22,14:18:29.658 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 3
11-Dec-22,14:18:29.658 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 4
11-Dec-22,14:18:29.658 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 5
11-Dec-22,14:18:29.659 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 6
11-Dec-22,14:18:29.659 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 7
11-Dec-22,14:18:29.659 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 8
11-Dec-22,14:18:29.659 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 10
11-Dec-22,14:18:29.660 7        3c16 ent_dependency::depend_parents, Getting tasks that task 10 depends on.
11-Dec-22,14:18:29.660 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.661 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 11
11-Dec-22,14:18:29.661 7        3c16 ent_dependency::depend_parents, Getting tasks that task 11 depends on.
11-Dec-22,14:18:29.661 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.662 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 12
11-Dec-22,14:18:29.662 7        3c16 ent_dependency::depend_parents, Getting tasks that task 12 depends on.
11-Dec-22,14:18:29.662 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.662 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 13
11-Dec-22,14:18:29.663 7        3c16 ent_dependency::depend_parents, Getting tasks that task 13 depends on.
11-Dec-22,14:18:29.663 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.663 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 14
11-Dec-22,14:18:29.663 7        3c16 ent_dependency::depend_parents, Getting tasks that task 14 depends on.
11-Dec-22,14:18:29.664 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.664 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 15
11-Dec-22,14:18:29.664 7        3c16 ent_dependency::depend_parents, Getting tasks that task 15 depends on.
11-Dec-22,14:18:29.665 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.665 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 16
11-Dec-22,14:18:29.665 7        3c16 ent_dependency::depend_parents, Getting tasks that task 16 depends on.
11-Dec-22,14:18:29.666 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.666 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 17
11-Dec-22,14:18:29.666 7        3c16 ent_dependency::depend_parents, Getting tasks that task 17 depends on.
11-Dec-22,14:18:29.667 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.667 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 18
11-Dec-22,14:18:29.667 7        3c16 ent_dependency::depend_parents, Getting tasks that task 18 depends on.
11-Dec-22,14:18:29.668 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.668 7        3c16 atm_tasks::adjustParentDeadline, Task ID: 19
11-Dec-22,14:18:29.668 7        3c16 ent_dependency::depend_parents, Getting tasks that task 19 depends on.
11-Dec-22,14:18:29.669 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.669 7        3c16 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 
11-Dec-22,14:18:29.669 7        3c16 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 
11-Dec-22,14:18:29.669 7        3c16 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-22,14:18:29.669 7        3c16 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 
11-Dec-22,14:18:29.670 7        3c16 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 
11-Dec-22,14:18:29.670 7        3c16 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 
11-Dec-22,14:18:29.670 7        3c16 atm_tasks::outputdebugtasks, Name: Task 7, Calculated deadline: 
11-Dec-22,14:18:29.670 7        3c16 atm_tasks::outputdebugtasks, Name: Task 8, Calculated deadline: 
11-Dec-22,14:18:29.670 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-22 21:30:00
11-Dec-22,14:18:29.671 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-23 21:30:00
11-Dec-22,14:18:29.671 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-24 21:30:00
11-Dec-22,14:18:29.671 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-25 21:30:00
11-Dec-22,14:18:29.671 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-26 21:30:00
11-Dec-22,14:18:29.671 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-27 21:30:00
11-Dec-22,14:18:29.672 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-28 21:30:00
11-Dec-22,14:18:29.672 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-29 21:30:00
11-Dec-22,14:18:29.672 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-30 21:30:00
11-Dec-22,14:18:29.672 7        3c16 atm_tasks::outputdebugtasks, Name: Dinner, Calculated deadline: 2011-12-31 21:30:00
11-Dec-22,14:18:29.672 7        3c16 atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-22,14:18:29.673 7        3c16 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-22,14:18:29.673 7        3c16 ent_dependency::depend_parents, Tasks found: 1
11-Dec-22,14:18:29.673 7        3c16 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-22,14:18:29.674 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.674 7        3c16 ent_dependency::depend_children, Getting children of 1
11-Dec-22,14:18:29.675 7        3c16 ent_dependency::depend_children, Tasks found: 1
11-Dec-22,14:18:29.675 7        3c16 ent_dependency::depend_children, Getting children of 4
11-Dec-22,14:18:29.675 7        3c16 ent_dependency::depend_children, Tasks found: 0
11-Dec-22,14:18:29.676 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all tasks until  ===
11-Dec-22,14:18:29.676 7        3c16 atm_tasks::insertTaskToSchedule, unixLiveLine = 1324581509
11-Dec-22,14:18:29.677 7        3c16 atm_tasks::insertTaskToSchedule, End of schedule = 1324581509
11-Dec-22,14:18:29.677 7        3c16 atm_tasks::insertTaskToSchedule, ct[insUserID] = 0, queueSize[insUserID] = 0
11-Dec-22,14:18:29.677 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all parents in all lines. Parent count: 1 ===
11-Dec-22,14:18:29.677 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-22,14:18:29.677 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-22,14:18:29.678 7        3c16 atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-22 14:18:29
11-Dec-22,14:18:29.678 7        3c16 atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-22 14:18:29
11-Dec-22,14:18:29.678 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping tasks until end of schedule in this line is >= End of Parents ===
11-Dec-22,14:18:29.678 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all pier tasks with longer child tree in all lines. ===
11-Dec-22,14:18:29.678 7        3c16 atm_tasks::insertTaskToSchedule, === Adding task! Hooray!!! ===
11-Dec-22,14:18:29.679 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task duration: 1200 s
11-Dec-22,14:18:29.679 7        3c16 atm_tasks::addTaskToEndOfSchedule, Old EndOfSchedule: 0
11-Dec-22,14:18:29.679 7        3c16 atm_tasks::addTaskToEndOfSchedule, newEndOfSchedule: 1200 s
11-Dec-22,14:18:29.679 7        3c16 atm_tasks::addTaskToEndOfSchedule, actualStartTimestamp: 1324581509
11-Dec-22,14:18:29.679 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task 1(Task 1) added to the schedule. Actual start: 2011-12-22 14:18:29, actual end: 2011-12-22 14:38:29
11-Dec-22,14:18:29.680 7        3c16 atm_tasks::insertTaskToSchedule, === Adding the rest of tasks ===
11-Dec-22,14:18:29.680 7        3c16 atm_tasks::insertTaskToSchedule, Current queue size for user 1: 1
11-Dec-22,14:18:29.680 7        3c16 atm_tasks::insertTaskToSchedule, Current schedule for user 1:
11-Dec-22,14:18:29.680 7        3c16 atm_tasks::insertTaskToSchedule,   1 start time = 2011-12-22 14:18:29, duration = 00:20
11-Dec-22,14:18:29.680 7        3c16 atm_tasks::insertTaskToSchedule, Inserting task 2
11-Dec-22,14:18:29.681 7        3c16 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-22,14:18:29.681 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.681 7        3c16 ent_dependency::depend_children, Getting children of 2
11-Dec-22,14:18:29.682 7        3c16 ent_dependency::depend_children, Tasks found: 1
11-Dec-22,14:18:29.682 7        3c16 ent_dependency::depend_children, Getting children of 1
11-Dec-22,14:18:29.683 7        3c16 ent_dependency::depend_children, Tasks found: 1
11-Dec-22,14:18:29.683 7        3c16 ent_dependency::depend_children, Getting children of 4
11-Dec-22,14:18:29.684 7        3c16 ent_dependency::depend_children, Tasks found: 0
11-Dec-22,14:18:29.684 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all tasks until  ===
11-Dec-22,14:18:29.685 7        3c16 atm_tasks::insertTaskToSchedule, unixLiveLine = 1324581509
11-Dec-22,14:18:29.685 7        3c16 atm_tasks::insertTaskToSchedule, End of schedule = 1324581509
11-Dec-22,14:18:29.685 7        3c16 atm_tasks::insertTaskToSchedule, ct[insUserID] = 0, queueSize[insUserID] = 1
11-Dec-22,14:18:29.685 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all parents in all lines. Parent count: 0 ===
11-Dec-22,14:18:29.685 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-22,14:18:29.686 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-22,14:18:29.686 7        3c16 atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-22 14:18:29
11-Dec-22,14:18:29.686 7        3c16 atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-22 14:18:29
11-Dec-22,14:18:29.686 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping tasks until end of schedule in this line is >= End of Parents ===
11-Dec-22,14:18:29.686 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all pier tasks with longer child tree in all lines. ===
11-Dec-22,14:18:29.687 7        3c16 atm_tasks::insertTaskToSchedule, === Adding task! Hooray!!! ===
11-Dec-22,14:18:29.687 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task duration: 3000 s
11-Dec-22,14:18:29.687 7        3c16 atm_tasks::addTaskToEndOfSchedule, Old EndOfSchedule: 0
11-Dec-22,14:18:29.687 7        3c16 atm_tasks::addTaskToEndOfSchedule, newEndOfSchedule: 3000 s
11-Dec-22,14:18:29.687 7        3c16 atm_tasks::addTaskToEndOfSchedule, actualStartTimestamp: 1324581509
11-Dec-22,14:18:29.688 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task 2(Task 2) added to the schedule. Actual start: 2011-12-22 14:18:29, actual end: 2011-12-22 15:08:29
11-Dec-22,14:18:29.688 7        3c16 atm_tasks::insertTaskToSchedule, === Adding the rest of tasks ===
11-Dec-22,14:18:29.688 7        3c16 atm_tasks::insertTaskToSchedule, Removing task 1
11-Dec-22,14:18:29.688 7        3c16 atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-22,14:18:29.688 7        3c16 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-22,14:18:29.689 7        3c16 ent_dependency::depend_parents, Tasks found: 1
11-Dec-22,14:18:29.689 7        3c16 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-22,14:18:29.690 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.690 7        3c16 ent_dependency::depend_children, Getting children of 1
11-Dec-22,14:18:29.690 7        3c16 ent_dependency::depend_children, Tasks found: 1
11-Dec-22,14:18:29.691 7        3c16 ent_dependency::depend_children, Getting children of 4
11-Dec-22,14:18:29.691 7        3c16 ent_dependency::depend_children, Tasks found: 0
11-Dec-22,14:18:29.692 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all tasks until  ===
11-Dec-22,14:18:29.692 7        3c16 atm_tasks::insertTaskToSchedule, unixLiveLine = 1324581509
11-Dec-22,14:18:29.692 7        3c16 atm_tasks::insertTaskToSchedule, End of schedule = 1324581509
11-Dec-22,14:18:29.692 7        3c16 atm_tasks::insertTaskToSchedule, ct[insUserID] = 0, queueSize[insUserID] = 1
11-Dec-22,14:18:29.692 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all parents in all lines. Parent count: 1 ===
11-Dec-22,14:18:29.693 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = 0
11-Dec-22,14:18:29.693 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task duration: 3000 s
11-Dec-22,14:18:29.693 7        3c16 atm_tasks::addTaskToEndOfSchedule, Old EndOfSchedule: 0
11-Dec-22,14:18:29.693 7        3c16 atm_tasks::addTaskToEndOfSchedule, newEndOfSchedule: 3000 s
11-Dec-22,14:18:29.693 7        3c16 atm_tasks::addTaskToEndOfSchedule, actualStartTimestamp: 1324581509
11-Dec-22,14:18:29.694 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task 2(Task 2) added to the schedule. Actual start: 2011-12-22 14:18:29, actual end: 2011-12-22 15:08:29
11-Dec-22,14:18:29.694 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-22,14:18:29.694 7        3c16 atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-22 15:08:29
11-Dec-22,14:18:29.694 7        3c16 atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-22 15:08:29
11-Dec-22,14:18:29.694 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping tasks until end of schedule in this line is >= End of Parents ===
11-Dec-22,14:18:29.695 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all pier tasks with longer child tree in all lines. ===
11-Dec-22,14:18:29.695 7        3c16 atm_tasks::insertTaskToSchedule, === Adding task! Hooray!!! ===
11-Dec-22,14:18:29.695 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task duration: 1200 s
11-Dec-22,14:18:29.695 7        3c16 atm_tasks::addTaskToEndOfSchedule, Old EndOfSchedule: 3000
11-Dec-22,14:18:29.695 7        3c16 atm_tasks::addTaskToEndOfSchedule, newEndOfSchedule: 4200 s
11-Dec-22,14:18:29.696 7        3c16 atm_tasks::addTaskToEndOfSchedule, actualStartTimestamp: 1324584509
11-Dec-22,14:18:29.696 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task 1(Task 1) added to the schedule. Actual start: 2011-12-22 15:08:29, actual end: 2011-12-22 15:28:29
11-Dec-22,14:18:29.696 7        3c16 atm_tasks::insertTaskToSchedule, === Adding the rest of tasks ===
11-Dec-22,14:18:29.696 7        3c16 atm_tasks::insertTaskToSchedule, Current queue size for user 1: 2
11-Dec-22,14:18:29.696 7        3c16 atm_tasks::insertTaskToSchedule, Current schedule for user 1:
11-Dec-22,14:18:29.697 7        3c16 atm_tasks::insertTaskToSchedule,   2 start time = 2011-12-22 14:18:29, duration = 00:50
11-Dec-22,14:18:29.697 7        3c16 atm_tasks::insertTaskToSchedule,   1 start time = 2011-12-22 15:08:29, duration = 00:20
11-Dec-22,14:18:29.697 7        3c16 atm_tasks::insertTaskToSchedule, Current queue size for user 1: 2
11-Dec-22,14:18:29.697 7        3c16 atm_tasks::insertTaskToSchedule, Current schedule for user 1:
11-Dec-22,14:18:29.697 7        3c16 atm_tasks::insertTaskToSchedule,   2 start time = 2011-12-22 14:18:29, duration = 00:50
11-Dec-22,14:18:29.698 7        3c16 atm_tasks::insertTaskToSchedule,   1 start time = 2011-12-22 15:08:29, duration = 00:20
11-Dec-22,14:18:29.698 7        3c16 atm_tasks::insertTaskToSchedule, Inserting task 3
11-Dec-22,14:18:29.698 7        3c16 ent_dependency::depend_parents, Getting tasks that task 3 depends on.
11-Dec-22,14:18:29.699 7        3c16 ent_dependency::depend_parents, Tasks found: 0
11-Dec-22,14:18:29.699 7        3c16 ent_dependency::depend_children, Getting children of 3
11-Dec-22,14:18:29.700 7        3c16 ent_dependency::depend_children, Tasks found: 0
11-Dec-22,14:18:29.700 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all tasks until  ===
11-Dec-22,14:18:29.700 7        3c16 atm_tasks::insertTaskToSchedule, unixLiveLine = 1324581509
11-Dec-22,14:18:29.700 7        3c16 atm_tasks::insertTaskToSchedule, End of schedule = 1324581509
11-Dec-22,14:18:29.701 7        3c16 atm_tasks::insertTaskToSchedule, ct[insUserID] = 0, queueSize[insUserID] = 2
11-Dec-22,14:18:29.701 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all parents in all lines. Parent count: 0 ===
11-Dec-22,14:18:29.701 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-22,14:18:29.701 7        3c16 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-22,14:18:29.702 7        3c16 atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-22 14:18:29
11-Dec-22,14:18:29.702 7        3c16 atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-22 14:18:29
11-Dec-22,14:18:29.702 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping tasks until end of schedule in this line is >= End of Parents ===
11-Dec-22,14:18:29.702 7        3c16 atm_tasks::insertTaskToSchedule, === Skipping all pier tasks with longer child tree in all lines. ===
11-Dec-22,14:18:29.702 7        3c16 ent_dependency::depend_children, Getting children of 2
11-Dec-22,14:18:29.703 7        3c16 ent_dependency::depend_children, Tasks found: 1
11-Dec-22,14:18:29.703 7        3c16 ent_dependency::depend_children, Getting children of 1
11-Dec-22,14:18:29.704 7        3c16 ent_dependency::depend_children, Tasks found: 1
11-Dec-22,14:18:29.704 7        3c16 ent_dependency::depend_children, Getting children of 4
11-Dec-22,14:18:29.704 7        3c16 ent_dependency::depend_children, Tasks found: 0
11-Dec-22,14:18:29.704 7        3c16 atm_tasks::insertTaskToSchedule, Skip task tree length = 1200, insTreeLength = 0
11-Dec-22,14:18:29.705 7        3c16 atm_tasks::addTaskToEndOfSchedule, Task duration: 3000 s
11-Dec-22,14:18:29.705 7        3c16 atm_tasks::addTaskToEndOfSchedule, Old EndOfSchedule: 0
11-Dec-22,14:18:29.705 7        3c16 atm_tasks::addTaskToEndOfSchedule, newEndOfSchedule: 3000 s
